n_estimators_ee,max_depth,learning_rate,n_estimators_lgb,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,constraint_met
15,4,0.08242483062004621,100,0.6676567656765677,0.019533808637058857,0.7272727272727273,0.03802806384910204,0.762955113163273,0.05802267371320974,True
15,6,0.1097252543141356,100,0.6683168316831684,0.01956064346589537,0.7272727272727273,0.0380797568862779,0.762841571417758,0.05713335534488342,True
15,3,0.07130422223370889,100,0.6686468646864687,0.020086527025951158,0.7454545454545455,0.03909979980979826,0.7612898342290515,0.05699462922203755,True
20,4,0.07557354279044255,50,0.6655115511551155,0.018906208666193924,0.7090909090909092,0.03681462663354011,0.7561047611838619,0.05641249772866038,True
15,4,0.11034475528911306,50,0.6691419141914192,0.019051465131171143,0.7090909090909092,0.03708996297740304,0.7577246234198773,0.05577575918308615,True
20,5,0.04294675514033751,100,0.6653465346534653,0.01889800531476313,0.7090909090909092,0.036798556681111864,0.7583831655438649,0.05532090920562941,True
15,5,0.12517434577992126,100,0.6673267326732674,0.01951646926349689,0.7272727272727273,0.03799500291572788,0.7598743471349633,0.05515691056912342,True
20,7,0.03458127636388982,100,0.6645214521452145,0.018842769013822452,0.7090909090909092,0.036693860730894784,0.7556505942018016,0.055052830374068565,True
20,4,0.020366442026830918,50,0.6321782178217822,0.01750868247247636,0.7272727272727273,0.034181127948743326,0.739315721747029,0.05478139599293924,True
20,5,0.030298306212331646,100,0.661056105610561,0.01863558358880793,0.7090909090909092,0.036301426020858216,0.7537430928771478,0.05421387920331683,True
15,5,0.08347446557533034,100,0.6676567656765676,0.019531822039190933,0.7272727272727273,0.03802447389205134,0.7622738626901825,0.05385924867073631,True
15,4,0.3078851961859264,100,0.6561056105610562,0.01842237060700035,0.7090909090909091,0.03589461197990325,0.7675573385814851,0.05376035969421008,True
15,3,0.0983521298657455,100,0.6691419141914191,0.01960826434186475,0.7272727272727273,0.038170564628050685,0.7631897661040042,0.053738172618756165,True
20,3,0.016259030526856885,100,0.6432343234323432,0.017624110287601996,0.7090909090909092,0.03438221291152093,0.7450155173718871,0.05358210702207753,True
20,3,0.017885676904651447,100,0.6453795379537954,0.017748695644636752,0.7090909090909092,0.03461883703285637,0.7454469760048444,0.053551207552855716,True
20,4,0.09108505966545276,100,0.6717821782178219,0.020285505288602422,0.7454545454545455,0.0394767916593851,0.7654757399137082,0.05293510929945713,True
20,4,0.048355134598454697,100,0.6684818481848185,0.019080286710288694,0.7090909090909092,0.037142752927885624,0.7598743471349633,0.052539538989317756,True
20,4,0.05356801275877563,100,0.6709570957095708,0.019253325741370418,0.7090909090909092,0.037469923800731816,0.7607978199984861,0.05245079901001123,True
20,5,0.06431601253112608,150,0.6702970297029703,0.020191064265505092,0.7454545454545455,0.03929801558935009,0.7661115736885928,0.051987144473268465,True
20,3,0.06097040966413527,100,0.671122112211221,0.01977653952614237,0.7272727272727273,0.038486719986320445,0.7622511543410795,0.0514820700326273,True
10,3,0.1453755557616192,100,0.6663366336633663,0.019966511536208202,0.7454545454545455,0.0388740819992966,0.760585875406858,0.05138284779536573,True
10,8,0.17087390192412455,150,0.6627062706270627,0.01976139322306205,0.7454545454545455,0.038485021128734476,0.7624328211339036,0.0486443185384629,True
10,6,0.054182823195332394,100,0.6686468646864686,0.019007492321945974,0.7090909090909092,0.037003788671313084,0.7509121186889713,0.04779008054101651,True
10,9,0.17524101118128144,150,0.6627062706270627,0.02023390992041539,0.7636363636363637,0.03940590970722237,0.7637801831806827,0.04587988842406202,True
5,9,0.4370990468130503,200,0.6452145214521452,0.018319760161937156,0.7272727272727273,0.035730048755452916,0.757278025887518,0.03379245505972374,True
