约束满足,EasyEnsemble_n_estimators,AdaBoost_n_estimators,AdaBoost_learning_rate,DecisionTree_max_depth,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,单样本推理时长(秒),内存占用(MB),内存占比(%)
是,5,100,0.01,3,0.557920792079208,0.01579197847461611,0.7818181818181819,0.0309301656957374,0.7508742714404663,0.06632962723861999,5.549620462009236e-05,1.6601552963256836,0.010314691863799755
