n_estimators_ee,n_estimators_ada,learning_rate_ada,max_depth_tree,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,constraint_met
5,75,0.011620298155132542,3,0.5556105610561056,0.015686304381118787,0.7818181818181819,0.03072892501323667,0.7479221860570735,0.06627836530921273,True
5,75,0.011548029076503995,3,0.5537953795379538,0.015622898965410548,0.7818181818181819,0.030606735349742363,0.7469608659450457,0.06625929042781095,True
10,75,0.029060906671772295,3,0.5988448844884489,0.017848746468156207,0.8,0.03491104926003946,0.7643630308076602,0.06620657014906654,True
5,100,0.018264351790085037,3,0.5843234323432345,0.01702828981875467,0.8,0.03332760769610693,0.7613730981757627,0.06618309465164365,True
5,50,0.012163270026975327,3,0.5458745874587458,0.014478102514685499,0.7454545454545455,0.028388245810479183,0.742593293467565,0.06595722764602796,True
5,100,0.010783007502973094,3,0.55990099009901,0.016739482694591107,0.8181818181818181,0.032773328828762834,0.753796079025055,0.06577216463011298,True
5,100,0.010061437257790318,3,0.5575907590759075,0.016062525336178926,0.8,0.03146616597357641,0.7498296873817274,0.0656017342092316,True
5,100,0.01767822808931814,3,0.5782178217821782,0.01680349908670797,0.8,0.03289212877535871,0.7597229581409431,0.06512260591215897,True
10,75,0.02909271363227311,3,0.599009900990099,0.01784931440963942,0.8,0.03491233457855953,0.7638937249261979,0.06500244119966042,True
10,75,0.02152715075316368,3,0.5884488448844885,0.016921727071054903,0.7818181818181819,0.03311945846384898,0.7621981681931723,0.06438224386399122,True
5,100,0.01692544304147513,3,0.5782178217821782,0.01679002236923067,0.8,0.03286956340814788,0.7588070547271213,0.06422695674264692,True
5,100,0.017861348592953824,3,0.5826732673267326,0.016962214079211294,0.8,0.03319938866253892,0.7565437892665203,0.06399963663371286,True
5,75,0.027788346788429577,3,0.5917491749174917,0.016973922696081174,0.7818181818181819,0.03321005613214296,0.7597835137385511,0.06372625014896914,True
5,75,0.011672377304416288,3,0.554950495049505,0.015651687667732422,0.7818181818181819,0.03066502161584784,0.7483687835894329,0.06359382544329102,True
10,75,0.021210379996121735,3,0.5864686468646865,0.017317952844287884,0.8,0.03389351866923362,0.7645446976004844,0.06345677335799893,True
10,75,0.019537480403117886,3,0.583993399339934,0.017206507440994744,0.8,0.0336797525480418,0.7601392778744985,0.06311814994810241,True
10,75,0.01918673261676292,3,0.5833333333333334,0.01670797082742078,0.7818181818181819,0.032709097606314984,0.7595488607978199,0.06291486957006212,True
10,75,0.02665993798670904,3,0.5922442244224422,0.017076502672837758,0.7818181818181819,0.03341544421382926,0.7632427522519112,0.06278500794459052,True
10,75,0.02192537959601838,3,0.591089108910891,0.01703409287256417,0.7818181818181819,0.03333481258421417,0.7598667776852622,0.06258132179953006,True
10,75,0.018781858541288537,3,0.586963696369637,0.017334376604020534,0.8,0.03392516651664741,0.7608205283475892,0.06249833852432107,True
20,75,0.017160254585434763,3,0.5958745874587459,0.017992636784122225,0.8181818181818181,0.0352030418534948,0.769858451290591,0.06227223055026356,True
15,50,0.038883805594315236,3,0.598019801980198,0.01890901865085718,0.8545454545454547,0.03699535043516997,0.768511089243812,0.06153157701984877,True
15,75,0.01716299557603337,3,0.5915841584158417,0.018254967788504863,0.8363636363636363,0.03572461254813792,0.7667549769131784,0.061293280514328544,True
20,50,0.022600356256719113,3,0.5945544554455446,0.017948794555533016,0.8181818181818181,0.035117892988119785,0.7672394216940428,0.061171683025643485,True
10,100,0.01269086117995301,3,0.5825082508250825,0.016691530868781994,0.7818181818181819,0.03267651789196111,0.7575505260767542,0.060950331657522526,True
15,75,0.01955945644333889,3,0.5919141914191419,0.01825957856907103,0.8363636363636363,0.03573389337643304,0.7671788660964349,0.060803589176015124,True
