n_estimators_ee,depth,learning_rate,iterations,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,constraint_met
5,8,0.0437632856466354,100,0.5676567656765676,0.017217002582443894,0.8363636363636363,0.03373575995136113,0.7369919006888199,0.04745255956232766,True
5,8,0.04086031269032744,100,0.5661716171617162,0.017157468988677142,0.8363636363636363,0.033622030885875745,0.7368405116947997,0.04744625844872466,True
5,5,0.05740284277397644,200,0.6316831683168317,0.0202550996582071,0.8363636363636363,0.03954955275868647,0.7757928998561805,0.04734116550173647,True
5,8,0.037234410119055344,100,0.5607260726072607,0.016951188298462153,0.8363636363636363,0.03322498780094414,0.7374309287714784,0.04733458725056296,True
5,5,0.057369341177862056,200,0.6301980198019802,0.019737128809088483,0.8181818181818181,0.03854197697394684,0.7770494285065477,0.047274238853071845,True
5,5,0.07627726687862486,200,0.6318481848184819,0.0189612172993349,0.7818181818181819,0.03702176044812812,0.7705094239648778,0.04719105241754842,True
5,5,0.08874551665002228,200,0.6351485148514853,0.01948328674409703,0.8,0.03803742153203353,0.7745363712058133,0.04705638540788003,True
5,5,0.06839713343445544,200,0.6272277227722772,0.01917688437737596,0.8,0.037453904577005946,0.769858451290591,0.047015206320839685,True
5,5,0.03717557174580898,200,0.6290429042904291,0.020115168595418533,0.8363636363636363,0.039283904639552655,0.7800469305881463,0.04696003668243566,True
5,6,0.055492619554303874,200,0.6227722772277228,0.019784491604203248,0.8363636363636363,0.038652632391832045,0.7703883127696617,0.04677422529199481,True
5,4,0.10117223506654685,100,0.6209570957095709,0.01889195530664211,0.8,0.03691068698556297,0.7633335856483234,0.04674377035869472,True
5,8,0.06319723262502307,200,0.6174917491749174,0.019481430671925558,0.8363636363636363,0.03807424226414374,0.770812201952918,0.0465801739007614,True
5,6,0.041215469762750215,200,0.6226072607260725,0.019759343894565285,0.8363636363636363,0.03860567062818387,0.7754901218681403,0.04656613014710328,True
5,5,0.07412400722612726,200,0.6328382838283828,0.019441337924308133,0.8,0.03795795141654211,0.7732192869578381,0.04652093768730327,True
5,8,0.03417475408696815,100,0.5613861386138614,0.016981130581394138,0.8363636363636363,0.03328298195900006,0.7373552342744681,0.046415778813441624,True
5,6,0.22652023552011805,100,0.6163366336633663,0.018564096969406724,0.8,0.036284381539346926,0.7592006661115736,0.04640771690534079,True
5,6,0.05334458309225682,150,0.6036303630363037,0.018790992553081302,0.8363636363636363,0.03675397509862862,0.7602149723715086,0.04640530899566877,True
5,5,0.12950177693821718,200,0.6295379537953795,0.018808676979256145,0.7818181818181819,0.03673153973220332,0.76849595034441,0.04625368928103442,True
5,5,0.08467995010421125,200,0.6308580858085808,0.01931102180549706,0.8,0.03770865734951581,0.7709181742487321,0.04624392315163742,True
