参数配置,EasyEnsemble_n_estimators,AdaBoost_n_estimators,AdaBoost_learning_rate,DecisionTree_max_depth,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,单样本推理时长(秒),内存占用(MB),内存占比(%)
默认,10,50,1.0,1,0.6368,0.0191,0.7818,0.0373,0.7623,0.0415,4.5e-05,1.64,0.0102
